Title,City,Date,Company Name,Salary,Company Website,Source,Job Type,Location,Job Link
Java Developer – Systematic Trading,Bexley,2021-04-11 13:41:25.335576,Fourier Ltd,"£150,000 - £600,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_%E2%80%93_Systematic_Trading.id10677284
Java FX quant developer,Bexley,2021-04-11 13:41:25.335717,Fourier Ltd,"£100,000 - £200,000 + Bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_FX_quant_developer.id10677280
C++ Developer - High Frequency Trading,Bexley,2021-04-11 13:41:25.336344,Fourier Ltd,"£100,000 - £400,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_High_Frequency_Trading.id09714845
C# Trading Developer,Bexley,2021-04-11 13:41:25.339829,Selby Jennings,GBP100000 - GBP140000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Trading_Developer.id09712603
Power BI Developer - Permanent - Up to £80k,Bexley,2021-04-11 13:41:25.345497,McCabe & Barton,£80k + competitive package,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Power_BI_Developer_-_Permanent_-_Up_to_%C2%A380k.id10716717
IM EMEA - BI Developer,Bexley,2021-04-11 13:41:25.348081,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-IM_EMEA_-_BI_Developer.id10547503
Analytics Systems Developer - Equities Electronic Trading,Bexley,2021-04-11 13:41:25.350004,Goldman Sachs,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Analytics_Systems_Developer_-_Equities_Electronic_Trading.id10574847
Senior Java Developer - Systematic Hedge Fund,Bexley,2021-04-11 13:41:25.353766,Anson McCade,Negotiable,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java_Developer_-_Systematic_Hedge_Fund.id09163901
Java AWS Developer - Digital Banking,Bexley,2021-04-11 13:41:25.356055,iKas International,GBP550 - GBP650 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_AWS_Developer_-_Digital_Banking.id10718251
Salesforce Developer - Investment Management,Bexley,2021-04-11 13:41:25.362450,Cornwallis Elt,Market Rate,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Salesforce_Developer_-_Investment_Management.id10723755
C++ Developer - London- Algorithmic Trading,Bexley,2021-04-11 13:41:25.364174,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_London-_Algorithmic_Trading.id10495239
IM EMEA - CRM Developer,Bexley,2021-04-11 13:41:25.364459,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-IM_EMEA_-_CRM_Developer.id10636314
C++ Developer - London- Elite Fund,Bexley,2021-04-11 13:41:25.364603,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_London-_Elite_Fund.id10495241
Quantitative Developer- Award-Winning Fintech,Bexley,2021-04-11 13:41:25.365329,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer-_Award-Winning_Fintech.id10495262
IT Quant Developer- Systematic Quant Fund,Bexley,2021-04-11 13:41:25.365472,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-IT_Quant_Developer-_Systematic_Quant_Fund.id10495263
Software Developer- Systematic Quant Fund,Bexley,2021-04-11 13:41:25.365616,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer-_Systematic_Quant_Fund.id10495264
Full Stack Developer- Global HFT Firm,Bexley,2021-04-11 13:41:25.366194,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer-_Global_HFT_Firm.id10495267
Low-Latency C++ Developer- Leading Quant-Driven Market-Maker,Bexley,2021-04-11 13:41:25.366338,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low-Latency_C_Developer-_Leading_Quant-Driven_Market-Maker.id10495268
C++ Senior Software Developer- Prop Trading Firm,Bexley,2021-04-11 13:41:25.366909,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Senior_Software_Developer-_Prop_Trading_Firm.id10495288
Core C++ Developer - London- Innovative Algo Trading,Bexley,2021-04-11 13:41:25.367192,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Core_C_Developer_-_London-_Innovative_Algo_Trading.id10495289
Java Developer - Fixed Income- Multi-Strat Investment Firm,Bexley,2021-04-11 13:41:25.367487,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Fixed_Income-_Multi-Strat_Investment_Firm.id10495291
Full Stack Developer - London- Health-Tech Start-Up | C# / .NET Core; JavaScript (react.js); TypeScript; AWS; Kubernetes,Bexley,2021-04-11 13:41:25.368062,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer_-_London-_Health-Tech_Start-Up__C__NET_Core_JavaScript_reactjs_TypeScript_AWS_Kubernetes.id10495315
Quant Developer - London- Front Office Finance | Python; Java; SQL; MongoDB; Airflow; Kafka; Docker/Kubernetes; Linux,Bexley,2021-04-11 13:41:25.368206,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_-_London-_Front_Office_Finance__Python_Java_SQL_MongoDB_Airflow_Kafka_DockerKubernetes_Linux.id10495316
Java Developer - London- Front Office Finance | Core Java; SQL; AWS; Kafka; ElasticSearch,Bexley,2021-04-11 13:41:25.368354,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_London-_Front_Office_Finance__Core_Java_SQL_AWS_Kafka_ElasticSearch.id10495317
C++ Developer - London- Front Office Finance | C++ 17/20; Linux; STL; Boost,Bexley,2021-04-11 13:41:25.368495,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_London-_Front_Office_Finance__C_1720_Linux_STL_Boost.id10495318
"Senior Full Stack Developer, Vice President",Bexley,2021-04-11 13:41:25.368638,BlackRock,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Full_Stack_Developer_Vice_President.id10612887
React Developer- Leading Fintech in London,Bexley,2021-04-11 13:41:25.369359,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-React_Developer-_Leading_Fintech_in_London.id09069086
Senior Software (Python) Developer- Leading Fintech in London,Bexley,2021-04-11 13:41:25.369501,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Software_Python_Developer-_Leading_Fintech_in_London.id09069085
Low Latency Algo Developer- Leading Fund in London,Bexley,2021-04-11 13:41:25.369644,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low_Latency_Algo_Developer-_Leading_Fund_in_London.id09069108
Quant Developer- Leading Quant Fund in London,Bexley,2021-04-11 13:41:25.369785,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer-_Leading_Quant_Fund_in_London.id09069107
"C# Developer - London- C#, SQL, Machine Learning, Quant/ Systematic Trading",Bexley,2021-04-11 13:41:25.370073,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_London-_C_SQL_Machine_Learning_Quant_Systematic_Trading.id10724103
Quantitative Developer- Global Investment Management,Bexley,2021-04-11 13:41:25.370216,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer-_Global_Investment_Management.id10724107
Quant/Python Developer (Data Science Team) - Systematic Trading,Bexley,2021-04-11 13:41:25.371785,Octavius Finance,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-QuantPython_Developer_Data_Science_Team_-_Systematic_Trading.id10088382
Trading Quantitative Developer,Bexley,2021-04-11 13:41:25.378210,Fourier Ltd,"£80,000 - £250,000 + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Trading_Quantitative_Developer.id09995375
Front Office Quantitative Developer,Bexley,2021-04-11 13:41:25.378354,Fourier Ltd,"£80,000 - £200,000 + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_Office_Quantitative_Developer.id09995378
Senior Java Developer/Quant Engineer - Algo SMM,Bexley,2021-04-11 13:41:25.378780,Fourier Ltd,"£180,000 + bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java_DeveloperQuant_Engineer_-_Algo_SMM.id09999066
Junior Java Developer - Algorithmic trading,Bexley,2021-04-11 13:41:25.379209,Fourier Ltd,"£100,000 - £200,000 + Bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_Java_Developer_-_Algorithmic_trading.id09999416
Junior Quantitative Developer,Bexley,2021-04-11 13:41:25.379349,Fourier Ltd,"£150,000 - £250,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_Quantitative_Developer.id09999454
Senior Quant Developer,Bexley,2021-04-11 13:41:25.379488,Fourier Ltd,"£150,000 - £300,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Quant_Developer.id09999588
Software Developer/Data Engineer,Bexley,2021-04-11 13:41:25.380066,Fourier Ltd,"£75,000 - £120,000 + Bonus and benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_DeveloperData_Engineer.id10589747
Java FX Quant Developer,Bexley,2021-04-11 13:41:25.380351,Fourier Ltd,"£150,000 - £400,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_FX_Quant_Developer.id10639833
Low Latency C++ Developer,Bexley,2021-04-11 13:41:25.381931,Anson McCade,plus bonus / package,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low_Latency_C_Developer.id10555664
Developer,Bexley,2021-04-11 13:41:25.398491,Macquarie Group,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Developer.id09856731
"Python Developer, Associate, Aladdin Product Group",Bexley,2021-04-11 13:41:25.400423,BlackRock,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_Associate_Aladdin_Product_Group.id10731383
Quantitative Developer C++,Bexley,2021-04-11 13:41:25.401023,Anson McCade,"GBP100000 - GBP120000 per annum + Bonus, Pension, Medical",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_C.id10653681
Senior Java Developer,Bexley,2021-04-11 13:41:25.409207,Anson McCade,GBP65000 - GBP75000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java_Developer.id09040566
Quant Developer,Bexley,2021-04-11 13:41:25.409365,Anson McCade,GBP100000 - GBP150000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer.id09058291
Cash Equity Quant Developer,Bexley,2021-04-11 13:41:25.409510,Anson McCade,GBP100000 - GBP140000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Cash_Equity_Quant_Developer.id09058294
Quantitative Engineer/Developer,Bexley,2021-04-11 13:41:25.409656,Anson McCade,GBP100000 - GBP180000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_EngineerDeveloper.id09058437
Lead Software Developer - GoLang,Bexley,2021-04-11 13:41:25.409943,Anson McCade,GBP650 - GBP750 per annum,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Software_Developer_-_GoLang.id09218765
UI Developer - Inventory Management Engineering,Bexley,2021-04-11 13:41:25.416734,Goldman Sachs,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-UI_Developer_-_Inventory_Management_Engineering.id09899857
Senior Full Stack Developer,Bexley,2021-04-11 13:41:25.444875,Morgan McKinley,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Full_Stack_Developer.id10698014
Lead Developer - London- Tech Consultancy,Bexley,2021-04-11 13:41:25.447181,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Developer_-_London-_Tech_Consultancy.id10673662
"C++ Developer- C++ 20, Python, Distributed Systems, High Performance Computing, London",Bexley,2021-04-11 13:41:25.447325,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer-_C_20_Python_Distributed_Systems_High_Performance_Computing_London.id10673660
Frontend Developer- Innovative Start-Up- Remote,Bexley,2021-04-11 13:41:25.447622,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Frontend_Developer-_Innovative_Start-Up-_Remote.id10673658
Full Stack Developer- Innovative Start-Up- Remote,Bexley,2021-04-11 13:41:25.447769,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer-_Innovative_Start-Up-_Remote.id10673657
Quantitative Developer - Python- Hedge Fund,Bexley,2021-04-11 13:41:25.448052,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_-_Python-_Hedge_Fund.id10636504
C# Developer - C# / .NET / SQL - London- Systematic Hedge Fund,Bexley,2021-04-11 13:41:25.448482,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_C__NET__SQL_-_London-_Systematic_Hedge_Fund.id10606650
Quant Developer - Python/ C++ / C# - London- Systematic Quant Hedge Fund Manager,Bexley,2021-04-11 13:41:25.448623,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_-_Python_C__C_-_London-_Systematic_Quant_Hedge_Fund_Manager.id10606645
FX Quant Developer - Assoc Level,Bexley,2021-04-11 13:41:25.453618,Anson McCade,GBP60000 - GBP90000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-FX_Quant_Developer_-_Assoc_Level.id09875673
e-STIR Strat (Quant Developer),Beckenham,2021-04-12 08:47:52.916167,UBS,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-e-STIR_Strat_Quant_Developer.id10681675
Lead Consultant - Salesforce Developer,Beckenham,2021-04-12 08:47:52.919293,Genpact,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Consultant_-_Salesforce_Developer.id10739285
Lead Developer,Beckenham,2021-04-12 08:47:52.919625,Genpact,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Developer.id10739306
Python Developer,Beckenham,2021-04-12 08:47:52.923825,UBS,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id10679181
"Consultant, Front End Developer (Deloitte Digital), Defence and Security, Consulting, C&M, London",Beckenham,2021-04-12 08:47:52.933856,Deloitte,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Consultant_Front_End_Developer_Deloitte_Digital_Defence_and_Security_Consulting_CM_London.id10737612
UI Developer - Inventory Management Engineering,Beckenham,2021-04-12 08:47:52.937141,Goldman Sachs,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-UI_Developer_-_Inventory_Management_Engineering.id09899857
Java Developer,Beckenham,2021-04-12 08:47:52.945275,IHS Markit,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id10737104
UI Standards Developer - Senior Software Engineer,Beckenham,2021-04-12 08:47:52.948847,FACTSET,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-UI_Standards_Developer_-_Senior_Software_Engineer.id10710278
Java Developer,Beckenham,2021-04-12 08:47:52.952037,Anson McCade,GBP40000 - GBP70000 per annum + See advert,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id08983102
Senior Java Developer,Beckenham,2021-04-12 08:47:52.952226,Anson McCade,GBP65000 - GBP750000 per annum + benefits listed in advert,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java_Developer.id08983191
Senior Java Developer,Beckenham,2021-04-12 08:47:52.952374,Anson McCade,GBP60000 - GBP75000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java_Developer.id08987099
Senior Java Developer,Beckenham,2021-04-12 08:47:52.952516,Anson McCade,GBP65000 - GBP75000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java_Developer.id09040566
Quant Developer,Beckenham,2021-04-12 08:47:52.952737,Anson McCade,GBP100000 - GBP150000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer.id09058291
Cash Equity Quant Developer,Beckenham,2021-04-12 08:47:52.953010,Anson McCade,GBP100000 - GBP140000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Cash_Equity_Quant_Developer.id09058294
Quantitative Engineer/Developer,Beckenham,2021-04-12 08:47:52.953314,Anson McCade,GBP100000 - GBP180000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_EngineerDeveloper.id09058437
Lead Software Developer - GoLang,Beckenham,2021-04-12 08:47:52.953918,Anson McCade,GBP650 - GBP750 per annum,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Software_Developer_-_GoLang.id09218765
Low Latency C++ Developer,Beckenham,2021-04-12 08:47:52.960290,Anson McCade,"GBP110000 - GBP150000 per annum + + Bonus, Pension, Medical",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low_Latency_C_Developer.id10563866
Web UI Developer - Data Technologies,Beckenham,2021-04-12 08:47:52.960436,Bloomberg,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Web_UI_Developer_-_Data_Technologies.id10067642
Quant Developer - Macro Hedge Fund/Buy Side - (Python/C++),Beckenham,2021-04-12 08:47:52.961468,Anson McCade,plus bonus / benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_-_Macro_Hedge_FundBuy_Side_-_PythonC.id10560715
Software Developer - Python - React,Beckenham,2021-04-12 08:47:52.962184,Anson McCade,GBP50000 - GBP65000 per annum + Benefits listed in ad,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_-_Python_-_React.id10657364
Junior FO Rapid Applications Developer,Beckenham,2021-04-12 08:47:52.973715,LunaLogic,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_FO_Rapid_Applications_Developer.id10731651
Software Developer - Ruby,Beckenham,2021-04-12 08:47:52.979803,Anson McCade,GBP450 - GBP520 per day,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_-_Ruby.id10510528
Front End UI Developer,Beckenham,2021-04-12 08:47:52.982951,Macquarie Group,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_End_UI_Developer.id09773136
Analyst Developer,Beckenham,2021-04-12 08:47:52.988152,Schroders Investment Management,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Analyst_Developer.id10466072
Java Developer,Beckenham,2021-04-12 08:47:52.988726,Macquarie Group,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id10710231
Quant Developer – Quantitative Investment Strategies,Beckenham,2021-04-12 08:47:52.989017,Macquarie Group,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_%E2%80%93_Quantitative_Investment_Strategies.id10710234
Software Developer - Blockchain,Beckenham,2021-04-12 08:47:52.990941,City Wharf Financial Recruitment,Highly Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_-_Blockchain.id10729944
Java Developer,Beckenham,2021-04-12 08:47:53.002492,Goodman Masson,GBP550 - GBP650 per day,Not Available,efinancialcareers.co.uk,"Temporary, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id09954804
Solutions Architect / Application Developer,Beckenham,2021-04-12 08:47:53.004662,Goodman Masson,GBP70000 - GBP75000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Solutions_Architect__Application_Developer.id09722903
Junior Actuarial Systems Developer - Innovations programmer,Beckenham,2021-04-12 08:47:53.011643,Goodman Masson,GBP32000 - GBP45000 per annum + bonus and benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_Actuarial_Systems_Developer_-_Innovations_programmer.id08734112
Software Developer (Python),Beckenham,2021-04-12 08:47:53.022611,Anson McCade,Negotiable,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_Python.id10555662
Low Latency C++ Developer,Beckenham,2021-04-12 08:47:53.022897,Anson McCade,plus bonus / package,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low_Latency_C_Developer.id10555664
Java Developer - Proprietary Trading,Beckenham,2021-04-12 08:47:53.023506,Fourier Ltd,"£200,000 - £500,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Proprietary_Trading.id10727942
FullStack Developer,Beckenham,2021-04-12 08:47:53.025111,TEKsystems,GBP550 - GBP750 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-FullStack_Developer.id10728359
Java Developer - Systematic Market Making,Beckenham,2021-04-12 08:47:53.026871,Fourier Ltd,"£100,000 - £200,000 + Bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Systematic_Market_Making.id10580374
